id,name,type,quality,faction,cost,skill_summary,awakening,image,version,source
equipment-6365176,苍穹王权,装备牌,3,无阵营,1,唯一。受到致命伤害时，免疫此次伤害，持续1秒。并对全部敌人造成100+其已损失30%生命值的法术伤害。,,https://assets.wanxiangqiwiki.com/assets/webp/装备牌_苍穹王权_6365176_主卡图.webp,历史资料,历史卡牌资料
equipment-6365177,唤鹰骨笛,装备牌,3,无阵营,1,战斗开始后每8秒，召唤一名等级为自身一半的云中君，迅速冲向最远处的敌人。,,https://assets.wanxiangqiwiki.com/assets/webp/装备牌_唤鹰骨笛_6365177_主卡图.webp,历史资料,历史卡牌资料
equipment-641007,热血拳套,装备牌,5,无阵营,1,唯一。攻击速度+30%。攻速上限改为5.0。战斗期间，每获得2点法力值，提升1%攻击速度。,,https://assets.wanxiangqiwiki.com/assets/webp/装备牌_热血拳套_641007_主卡图.webp,历史资料,历史卡牌资料
equipment-641016,贤者的庇护,装备牌,5,无阵营,1,可穿戴给【河洛】英雄，穿戴者会在首次被击败的2秒后复生，仅恢复30%生命值。,,https://assets.wanxiangqiwiki.com/assets/webp/装备牌_贤者的庇护_641016_主卡图.webp,历史资料,历史卡牌资料
equipment-644108,根源之力,装备牌,3,无阵营,1,唯一。每4秒对生命值最低的敌方单位造成600%法术攻击力的法术伤害。,,https://assets.wanxiangqiwiki.com/assets/webp/装备牌_根源之力_644108_主卡图.webp,历史资料,历史卡牌资料
equipment-644112,强敌克星,装备牌,3,无阵营,1,唯一。造成伤害的15%转化为真实伤害。对目标每普通攻击4次，会眩晕目标1秒。,,https://assets.wanxiangqiwiki.com/assets/webp/装备牌_强敌克星_644112_主卡图.webp,历史资料,历史卡牌资料
equipment-644118,套娃枪,装备牌,5,无阵营,1,唯一。每次普攻造成伤害时30%概率产生1个无法释放技能的分身，持续2秒。造成50%伤害，承受500%的伤害（分身继承此效果）。,,https://assets.wanxiangqiwiki.com/assets/webp/装备牌_套娃枪_644118_主卡图.webp,历史资料,历史卡牌资料
equipment-644120,停滞漩涡,装备牌,5,无阵营,1,唯一。敌方单位被控制时，每0.2秒偷取其1+1%物理与法术攻击力，持续到战斗结束。,,https://assets.wanxiangqiwiki.com/assets/webp/装备牌_停滞漩涡_644120_主卡图.webp,历史资料,历史卡牌资料
equipment-644121,百变魔法书,装备牌,5,无阵营,1,击败敌方时，在其阵位上召唤魔法书（根据穿戴者的阵营和等级召唤）对随机敌人释放1道炽热光辉，持续3秒。,,https://assets.wanxiangqiwiki.com/assets/webp/装备牌_百变魔法书_644121_主卡图.webp,历史资料,历史卡牌资料
equipment-7542,机关匣,装备牌,5,无阵营,2,唯一。可穿戴给【逐鹿】英雄，使其获得效果：战斗开始时，召唤2个拥有你等级最高英雄一半等级的“故障机器人”。,,https://assets.wanxiangqiwiki.com/assets/webp/装备牌_机关匣_7542_主卡图.webp,历史资料,历史卡牌资料
